,,,,,,,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,,,,,,
,,Liquids,Supply Chain,Network Planning,240,"$36,000 ",x,,,,x,,,,x,,,x,,,,,,,,,,,,,,,,x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,
,,Liquids,Supply Chain,Price Benchmarking / Monitoring,500,"$75,000 ",x,,,x,,,,,x,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Supply Chain,Negotiations,560,"$84,000 ",x,,,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Supply Chain,Price Forecasting,440,"$310,000 ",x,,,x,,,,,x,,,,x,,,,,,,,x,,,,,,,x,x,x,x,,x,,,,,,,,,,,,,,x,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Supply Chain,Supply Chain Planning,320,"$310,000 ",x,,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,Liquids,Supply Chain,Inventory Mgt,180,"$27,000 ",x,,,x,,x,,,,,x,,,,,x,x,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,x,,x,,,,x,,x,,x,,,,x,,x,,,,,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,Liquids,Supply Chain,Partner Management,240,"$36,000 ",x,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,Liquids,Supply Chain,Partner Adjustments & Settlement,250,"$37,500 ",x,,x,,,,x,,,,,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,x,x,,x,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,x,
,,Liquids,Plant Operations,Ops Planning,320,"$48,000 ",x,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,x,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,x,x,,,,x,,,x,
,,Liquids,Plant Operations,Plant Unit Optimization,800,"$120,000 ",x,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,x,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,x,
,,Liquids,Plant Operations,Plant Scheduling / Blend Planning,720,"$108,000 ",x,,x,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,x,,x,,,,,,,
,,Liquids,Plant Operations,Asset Mgt,700,"$105,000 ",x,,x,,,x,,,,,x,,,,x,x,x,x,,,,,,,,x,,,,,x,,,,x,x,,x,,,,,,,,,,,,x,,,,,,,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,
,,Liquids,Plant Operations,Plant Ops Planning,600,"$90,000 ",x,,,,x,,x,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,x,,,,
,,Liquids,Plant Operations,Product Packaging,250,"$37,500 ",x,,x,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,
,,Liquids,Plant Operations,Inventory Mgt / Yield Accounting,320,"$48,000 ",x,,,,x,,,x,,,,x,,,,x,,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,x,,,,,,x,,x,,,, ,,x,,,,,,,,,,,,,,,x,,,,,,,x,x,x,,,,,,,,,,,,x,,,
,,Liquids,Plant Operations,Risk Monitoring,520,"$78,000 ",x,,,x,,,x,,,,x,,,,x,x,x,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,x,,,,,,,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,x,,,x
,,Liquids,Engineering & Maintenance,Turnaround Planning,200,"$30,000 ",x,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,,,,,,x,,,x
,,Liquids,Engineering & Maintenance,Engineering Planning,200,"$30,000 ",x,,x,,,,,,,x,x,,,,x,,,x,,,x,,,,,,x,x,x,x,,,x,,,,,x,x,,,,,,,,,,x,x,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,x,,,x
,,Liquids,Engineering & Maintenance,Design,420,"$63,000 ",x,,x,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,x,x,x,,,,,,,,,,,x,x,,,
,,Liquids,Engineering & Maintenance,Maintenance Mgt & Scheduling,620,"$93,000 ",x,,,,x,x,,,,,,x,,,x,x,x,,,,x,,,,,,,,,,,,,,x,x,,x,x,,,,,,,,,,x,x,,,,,x,,x,,,,x,, ,,,x,x,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,x,x,,,
,,Liquids,Engineering & Maintenance,Materials Management,200,"$30,000 ",x,,,,x,x,,,,,x,,,x,,x,x,,,,x,,,,,,,,,,,,,,x,x,,x,x,,,,,,,,,,,,,,,,,,x,,,,x,, ,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,x,x,,,
,,Liquids,Engineering & Maintenance,Asset Monitoring & Predictive Maintenance,800,"$120,000 ",x,,,,x,,,x,,,,x,,x,x,x,x,x,,,,,,,,,,,,,,,,,x,x,,x,x,x,,,,,,,,,x,x,,,,,x,,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,x,x,,,
,,Liquids,Engineering & Maintenance,Maintenance & Egineering Execution,1200,"$180,000 ",x,,x,,,,,x,,,,x,,x,,x,x,x,,,,,,,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,x,,x,x
,,Liquids,Product & Quality Mgt,New Product Dev,520,"$320,000 ",x,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
,,Liquids,Product & Quality Mgt,Lifecycle Planning,200,"$30,000 ",x,,x,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
,,Liquids,Product & Quality Mgt,Quality Monitoring,420,"$320,000 ",x,,,x,,,,,,x,x,,,,,x,x,x,,,,,,,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,x,,,,x,,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Product & Quality Mgt,Remediation,600,"$90,000 ",x,,,x,,x,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,
,,Liquids,Product & Quality Mgt,Lab Ops,420,"$320,000 ",x,,,x,,x,,,,,x,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,,,
,,Liquids,Primary Distribution,Transport Planning,420,"$63,000 ",x,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,x,,x,,
,,Liquids,Primary Distribution,Rsk Strategy,300,"$320,000 ",x,,,x,,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,
,,Liquids,Primary Distribution,Transportation Qualification,200,"$179,000 ",x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,,Liquids,Primary Distribution,Scheduling,240,"$179,000 ",x,,,,x,x,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,,Liquids,Primary Distribution,Wharf / Berth Scheduling,240,"$36,000 ",x,,x,,,x,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,
,,Liquids,Primary Distribution,Spot Logistics,680,"$102,000 ",x,,x,,,x,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x
,,Liquids,Primary Distribution,Primary Distribution Ops,620,"$93,000 ",x,,,,x,x,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,,,,,,,,,,,x,,x
,,Liquids,Primary Distribution,Distribution Settlement,320,"$179,000 ",x,,,,x,,,,,x,,,x,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,x,,x,,
,,Liquids,Primary Distribution,Remediation,400,"$310,000 ",x,,,,x,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,x,,x,,,,,,,,,,,,x,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Transport Planning,150,"$22,500 ",x,,,x,,x,,,,,,x,,,x,,,,x,x,,,,,,,x,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,x,,x,,,,,,,,,,,,x,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Pricing Strategy,320,"$48,000 ",x,,x,,,,,x,,,,x,,,,,,,x,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,x,,,,,,,,,,,x,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Channel & Customer Strategy,200,"$30,000 ",x,,x,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,x,,x,x,,,,,,,,,,,x,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Demand Forecasting & Monitoring,820,"$123,000 ",x,,x,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,x,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Promotion / Loyalty Planning,120,"$18,000 ",x,,,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Secondary Distribution Scheduling,800,"$120,000 ",x,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,x,,x,,,,,,,,,,,,,,,,,,,x,x,x,,,,,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Wholesale / Rack Pricing,200,"$30,000 ",x,,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Commercial Inventory Mgt,320,"$48,000 ",x,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,x
,,Liquids,Secondary Distribution / Wholesale Marketing,Channel Mgt,240,"$320,000 ",x,,x,,,x,,,,,,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,x
,,Liquids,Secondary Distribution / Wholesale Marketing,Commercial Sales,320,"$320,000 ",x,,x,,,,,x,,,,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Vehicular Driver Qualification,120,"$18,000 ",x,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Allocation Mgt,320,"$270,000 ",x,,,,x,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Secondary Distribution Ops,400,"$270,000 ",x,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,x,x,,x,,x,x,,,,,,,,,,,,,,,,,,,x,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Distribution Settlement,300,"$320,000 ",x,,,x,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Order Mgt,400,"$60,000 ",x,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,x,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,x
,,Liquids,Secondary Distribution / Wholesale Marketing,Customer Service,600,"$90,000 ",x,,x,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,x,,,x,,,,,,,,x,x,,x
,,Liquids,Retail Operations,Retail Strategy,320,"$48,000 ",x,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,x,,x,,,,,,,,,,,x,x,x,,x
,,Liquids,Retail Operations,Pricing Strategy,420,"$63,000 ",x,,,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,x,,
,,Liquids,Retail Operations,Channel & Customer Strategy,400,"$60,000 ",x,,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,,Liquids,Retail Operations,Demand Forecasting & Monitoring,720,"$108,000 ",x,,,x,,,,,x,,x,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,x,x,,,,x,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,x
,,Liquids,Retail Operations,Promotion / Loyalty Planning,240,"$270,000 ",x,,,,x,,,,,x,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,x
,,Liquids,Retail Operations,Credit Card mgt,240,"$270,000 ",x,,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Retail Operations,Retail Pricing,380,"$57,000 ",x,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,Liquids,Retail Operations,Inventory Mgt,320,"$48,000 ",x,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,x,x,,,
,,Liquids,Retail Operations,Site Planning & Development,750,"$112,500 ",x,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,x,,,,
,,Liquids,Retail Operations,Retail Operations,600,"$90,000 ",x,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,
,,Liquids,Retail Operations,Promotion / Loyalty Execution,240,"$270,000 ",x,,,x,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,
,,Liquids,Retail Operations,Fuel Sale Settlement,180,"$270,000 ",x,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Retail Operations,Customer Service,200,"$30,000 ",x,,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,Strategy & Budgeting,170,"$25,500 ",x,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,
